Verein;Status;Spieler;Punkte;RoteKarte;GelbRoteKarte;Vorlagen;Tore;SpielerDesSpiels
FC Bayern München;Start;Neuer;8;0;0;0;0;0
FC Bayern München;Start;Laimer;4;0;0;0;0;0
FC Bayern München;Start;Upamecano;4;0;0;0;0;0
FC Bayern München;Start;Tah;6;0;0;0;0;0
FC Bayern München;Start;Davies;4;0;0;0;0;0
FC Bayern München;Start;Kimmich;2;0;0;0;0;0
FC Bayern München;Start;Pavlovic;2;0;0;0;0;0
FC Bayern München;Start;Karl;2;0;0;0;0;0
FC Bayern München;Start;Brown;4;0;0;0;0;0
FC Bayern München;Start;Luis Diaz;2;0;0;0;0;0
FC Bayern München;Start;Saibari;0;0;0;0;0;0
FC Bayern München;Teampunkte;;38;;;;;
Hamburger SV;Start;Heuer Fernandes;4;0;0;0;0;0
Hamburger SV;Start;Capaldo;-4;0;0;0;0;0
Hamburger SV;Start;Bornauw;-6;0;0;0;0;0
Hamburger SV;Start;Torunarigha;-6;0;0;0;0;0
Hamburger SV;Start;El Ouahdi;-2;0;0;0;0;0
Hamburger SV;Start;Nadir;-4;0;0;0;0;0
Hamburger SV;Start;Remberg;-6;0;0;0;0;0
Hamburger SV;Start;Wolfe;-2;0;0;0;0;0
Hamburger SV;Start;Adeline;-4;0;0;0;0;0
Hamburger SV;Start;Grönbaek;-2;0;0;0;0;0
Hamburger SV;Start;Moffi;-4;0;0;0;0;0
Hamburger SV;Bank;Nandja;-4;0;0;0;0;0
Hamburger SV;Bank;Daka;-6;0;0;0;0;0
Hamburger SV;Bank;Fabio Vieira;-4;0;0;0;0;0
Hamburger SV;Bank;Stange;-4;0;0;0;0;0
Hamburger SV;Bank;Lemke;2;0;0;0;0;0
Hamburger SV;Teampunkte;;-52;;;;;
1. FSV Mainz 05;Start;Schwolow;8;0;0;0;0;0
1. FSV Mainz 05;Start;Posch;6;0;0;0;0;0
1. FSV Mainz 05;Start;Gruber;6;0;0;0;0;0
1. FSV Mainz 05;Start;Potulski;6;0;0;0;0;0
1. FSV Mainz 05;Start;Caci;8;0;0;0;0;0
1. FSV Mainz 05;Start;Mwene;15;0;0;1;1;0
1. FSV Mainz 05;Start;Kai. Sano;12;0;0;1;0;0
1. FSV Mainz 05;Start;Amiri;10;0;0;0;0;0
1. FSV Mainz 05;Start;J.-S. Lee;12;0;0;1;0;0
1. FSV Mainz 05;Start;Becker;24;0;0;2;1;1
1. FSV Mainz 05;Start;P. Tietz;20;0;0;0;2;0
1. FSV Mainz 05;Teampunkte;;127;;;;;
Eintracht Frankfurt;Start;Atubolu;-2;0;0;0;0;0
Eintracht Frankfurt;Start;Baum;-4;0;0;0;0;0
Eintracht Frankfurt;Start;R. Koch;2;0;0;0;0;0
Eintracht Frankfurt;Start;Brassier;2;0;0;0;0;0
Eintracht Frankfurt;Start;Kosugi;-2;0;0;0;0;0
Eintracht Frankfurt;Start;M. Götze;2;0;0;0;0;0
Eintracht Frankfurt;Start;Onyedika;2;0;0;0;0;0
Eintracht Frankfurt;Start;Doan;2;0;0;0;0;0
Eintracht Frankfurt;Start;Uzun;4;0;0;0;0;0
Eintracht Frankfurt;Start;Ebnoutalib;2;0;0;1;0;0
Eintracht Frankfurt;Start;Burkardt;5;0;0;0;1;0
Eintracht Frankfurt;Bank;Amaimouni-Echghouyab;2;0;0;0;0;0
Eintracht Frankfurt;Bank;Chandler;2;0;0;0;0;0
Eintracht Frankfurt;Bank;Chaibi;2;0;0;0;0;0
Eintracht Frankfurt;Bank;Pimpong;2;0;0;0;0;0
Eintracht Frankfurt;Teampunkte;;21;;;;;
FC Augsburg;Start;Dahmen;10;0;0;0;0;0
FC Augsburg;Start;Banks;2;0;0;0;0;0
FC Augsburg;Start;Matsima;8;0;0;0;0;0
FC Augsburg;Start;Brackelmann;2;0;0;0;0;0
FC Augsburg;Start;M. Wolf;4;0;0;1;0;0
FC Augsburg;Start;Massengo;8;0;0;1;0;0
FC Augsburg;Start;Rieder;14;0;0;0;1;0
FC Augsburg;Start;Behrens;2;0;0;0;0;0
FC Augsburg;Start;Ibrahimovic;19;0;0;1;1;1
FC Augsburg;Start;Fellhauer;12;0;0;0;1;0
FC Augsburg;Start;Gregoritsch;2;0;0;0;0;0
FC Augsburg;Teampunkte;;83;;;;;
