Verein;Status;Spieler;Punkte;RoteKarte;GelbRoteKarte;Vorlagen;Tore;SpielerDesSpiels
Borussia Mönchengladbach;Start;Stöger;-4;0;0;0;0;0
Borussia Mönchengladbach;Start;Honorat;-2;0;0;0;0;0
Borussia Mönchengladbach;Start;Bolin;-2;0;0;0;0;0
Borussia Mönchengladbach;Start;Hack;-4;0;0;0;0;0
Borussia Mönchengladbach;Start;Kleindienst;-9;0;1;0;0;0
Borussia Mönchengladbach;Teampunkte;;-41;;;;;
FC Augsburg;Start;Dahmen;8;0;0;0;0;0
FC Augsburg;Start;Banks;6;0;0;0;0;0
FC Augsburg;Start;Matsima;2;0;0;0;0;0
FC Augsburg;Start;Brackelmann;2;0;0;0;0;0
FC Augsburg;Start;M. Wolf;2;0;0;0;0;0
FC Augsburg;Start;Massengo;4;0;0;0;0;0
FC Augsburg;Start;Rieder;8;0;0;1;0;0
FC Augsburg;Start;Behrens;10;0;0;1;0;0
FC Augsburg;Start;Fellhauer;4;0;0;0;0;0
FC Augsburg;Start;Ibrahimovic;2;0;0;0;0;0
FC Augsburg;Start;Gregoritsch;21;0;0;0;2;1
FC Augsburg;Bank;Claude-Maurice;2;0;0;0;0;0
FC Augsburg;Bank;Kömür;2;0;0;0;0;0
FC Augsburg;Bank;Seol;2;0;0;0;0;0
FC Augsburg;Bank;Ribeiro;2;0;0;0;0;0
FC Augsburg;Bank;Keitel;2;0;0;0;0;0
FC Augsburg;Teampunkte;;79;;;;;
Bayer 04 Leverkusen;Start;Flekken;-2;0;0;0;0;0
Bayer 04 Leverkusen;Start;Quansah;6;0;0;0;0;0
Bayer 04 Leverkusen;Start;Tapsoba;10;0;0;1;0;0
Bayer 04 Leverkusen;Start;Medina;6;0;0;0;0;0
Bayer 04 Leverkusen;Start;Miguel;6;0;0;0;0;0
Bayer 04 Leverkusen;Start;E. Fernandez;6;0;0;0;0;0
Bayer 04 Leverkusen;Start;Aleix Garcia;4;0;0;0;0;0
Bayer 04 Leverkusen;Start;Diaby;2;0;0;0;0;0
Bayer 04 Leverkusen;Start;Maza;8;0;0;0;0;0
Bayer 04 Leverkusen;Start;Moreira;0;0;0;0;0;0
Bayer 04 Leverkusen;Start;Kofane;13;0;0;0;1;0
Bayer 04 Leverkusen;Teampunkte;;59;;;;;
1. FSV Mainz 05;Start;Zentner;6;0;0;0;0;0
1. FSV Mainz 05;Start;Posch;6;0;0;0;0;0
1. FSV Mainz 05;Start;Gruber;-2;0;0;0;0;0
1. FSV Mainz 05;Start;Potulski;-2;0;0;0;0;0
1. FSV Mainz 05;Start;Caci;2;0;0;0;0;0
1. FSV Mainz 05;Start;Kai. Sano;4;0;0;0;0;0
1. FSV Mainz 05;Start;Mwene;-4;0;0;0;0;0
1. FSV Mainz 05;Start;Amiri;-2;0;0;0;0;0
1. FSV Mainz 05;Start;J.-S. Lee;-2;0;0;0;0;0
1. FSV Mainz 05;Start;Becker;2;0;0;0;0;0
1. FSV Mainz 05;Start;P. Tietz;5;0;0;0;1;0
1. FSV Mainz 05;Bank;Königsdörffer;-2;0;0;0;0;0
1. FSV Mainz 05;Bank;da Costa;2;0;0;0;0;0
1. FSV Mainz 05;Bank;Nakuzola;2;0;0;0;0;0
1. FSV Mainz 05;Bank;Hollerbach;2;0;0;0;0;0
1. FSV Mainz 05;Bank;Ruoppi;4;0;0;1;0;0
1. FSV Mainz 05;Teampunkte;;21;;;;;
Eintracht Frankfurt;Start;Atubolu;10;0;0;0;0;0
Eintracht Frankfurt;Start;Maluze;10;0;0;1;0;0
Eintracht Frankfurt;Start;R. Koch;6;0;0;0;0;0
Eintracht Frankfurt;Start;Brassier;4;0;0;0;0;0
Eintracht Frankfurt;Start;Baum;8;0;0;0;0;0
Eintracht Frankfurt;Start;Aseko;6;0;0;0;0;0
Eintracht Frankfurt;Start;Onyedika;2;0;0;0;0;0
Eintracht Frankfurt;Start;Kosugi;4;0;0;0;0;0
Eintracht Frankfurt;Start;Doan;10;0;0;0;0;0
Eintracht Frankfurt;Start;Uzun;21;0;0;0;2;1
Eintracht Frankfurt;Start;Burkardt;15;0;0;1;1;0
Eintracht Frankfurt;Teampunkte;;96;;;;;
1. FC Köln;Start;Schwäbe;6;0;0;0;0;0
1. FC Köln;Start;Castro-Montes;4;0;0;0;0;0
1. FC Köln;Start;Simpson-Pusey;2;0;0;0;0;0
1. FC Köln;Start;Lochoshvili;2;0;0;0;0;0
1. FC Köln;Start;Mensah;6;0;0;0;0;0
1. FC Köln;Start;Skhiri;8;0;0;1;0;0
1. FC Köln;Start;Krauß;4;0;0;0;0;0
1. FC Köln;Start;Maina;12;0;0;0;1;0
1. FC Köln;Start;Moore;6;0;0;0;0;0
1. FC Köln;Start;Bülter;6;0;0;0;0;0
1. FC Köln;Start;Dallinga;-2;0;0;0;0;0
1. FC Köln;Bank;Sebulonsen;2;0;0;0;0;0
1. FC Köln;Bank;Ache;0;0;0;0;0;0
1. FC Köln;Bank;Johannesson;0;0;0;0;0;0
1. FC Köln;Bank;S. El Mala;2;0;0;0;0;0
1. FC Köln;Bank;Okon-Engstler;2;0;0;0;0;0
1. FC Köln;Teampunkte;;60;;;;;
SV Werder Bremen;Start;Hein;15;0;0;0;0;1
SV Werder Bremen;Start;Arthur;2;0;0;0;0;0
SV Werder Bremen;Start;Pieper;2;0;0;0;0;0
SV Werder Bremen;Start;Friedl;8;0;0;0;0;0
SV Werder Bremen;Start;Deman;4;0;0;0;0;0
SV Werder Bremen;Start;Regeer;2;0;0;0;0;0
SV Werder Bremen;Start;Chuki;6;0;0;0;0;0
SV Werder Bremen;Start;Reis;2;0;0;0;0;0
SV Werder Bremen;Start;Dinkci;2;0;0;0;0;0
SV Werder Bremen;Start;Grüll;4;0;0;0;0;0
SV Werder Bremen;Start;Füllkrug;11;0;0;0;1;0
SV Werder Bremen;Teampunkte;;58;;;;;
RB Leipzig;Start;Vandevoordt;10;0;0;0;0;0
RB Leipzig;Start;Henrichs;6;0;0;0;0;0
RB Leipzig;Start;Orban;15;0;0;0;1;0
RB Leipzig;Start;Lukeba;2;0;0;0;0;0
RB Leipzig;Start;Raum;6;0;0;0;0;0
RB Leipzig;Start;El Aynaoui;6;0;0;0;0;0
RB Leipzig;Start;Ouedraogo;6;0;0;0;0;0
RB Leipzig;Start;Banzuzi;8;0;0;1;0;0
RB Leipzig;Start;Gruda;10;0;0;0;0;0
RB Leipzig;Start;Gomis;13;0;0;0;1;0
RB Leipzig;Start;Nusa;22;0;0;2;1;1
RB Leipzig;Bank;Nkunku;9;0;0;0;1;0
RB Leipzig;Bank;Esteve;2;0;0;0;0;0
RB Leipzig;Bank;Romulo;5;0;0;0;1;0
RB Leipzig;Bank;R. Baku;2;0;0;0;0;0
RB Leipzig;Bank;Finkgräfe;2;0;0;0;0;0
RB Leipzig;Teampunkte;;124;;;;;
Hamburger SV;Start;Heuer Fernandes;2;0;0;0;0;0
Hamburger SV;Start;Nandja;-6;0;0;0;0;0
Hamburger SV;Start;Torunarigha;-2;0;0;0;0;0
Hamburger SV;Start;Capaldo;-6;0;0;0;0;0
Hamburger SV;Start;El Ouahdi;-2;0;0;0;0;0
Hamburger SV;Start;Sambi Lokonga;-2;0;0;0;0;0
Hamburger SV;Start;Remberg;-2;0;0;0;0;0
Hamburger SV;Start;Wolfe;2;0;0;0;0;0
Hamburger SV;Start;Daka;-2;0;0;0;0;0
Hamburger SV;Start;Grönbaek;2;0;0;0;0;0
Hamburger SV;Start;Poulsen;-2;0;0;0;0;0
Hamburger SV;Teampunkte;;-18;;;;;
SV Elversberg;Start;Kristof;6;0;0;0;0;0
SV Elversberg;Start;Gyamerah;2;0;0;0;0;0
SV Elversberg;Start;Pinckert;6;0;0;0;0;0
SV Elversberg;Start;Rohr;2;0;0;0;0;0
SV Elversberg;Start;La. Günther;2;0;0;0;0;0
SV Elversberg;Start;Keidel;4;0;0;0;0;0
SV Elversberg;Start;Poreba;4;0;0;0;0;0
SV Elversberg;Start;L. Petkov;8;0;0;0;0;0
SV Elversberg;Start;Onyeka;4;0;0;0;0;0
SV Elversberg;Start;Campbell;4;0;0;0;0;0
SV Elversberg;Start;Mokwa;0;0;0;0;0;0
SV Elversberg;Bank;Darvich;6;0;0;1;0;0
SV Elversberg;Bank;Krattenmacher;15;0;0;0;1;1
SV Elversberg;Bank;Condé;2;0;0;0;0;0
SV Elversberg;Bank;Futkeu;2;0;0;0;0;0
SV Elversberg;Bank;Schnellbacher;2;0;0;0;0;0
SV Elversberg;Teampunkte;;69;;;;;
FC Bayern München;Start;Urbig;6;0;0;0;0;0
FC Bayern München;Start;Stanisic;0;0;0;0;0;0
FC Bayern München;Start;Upamecano;4;0;0;0;0;0
FC Bayern München;Start;M.-J. Kim;6;0;0;0;0;0
FC Bayern München;Start;Brown;0;0;0;0;0;0
FC Bayern München;Start;Bischof;0;0;0;0;0;0
FC Bayern München;Start;Pavlovic;8;0;0;1;0;0
FC Bayern München;Start;Karl;10;0;0;0;1;0
FC Bayern München;Start;Olise;4;0;0;0;0;0
FC Bayern München;Start;Saibari;6;0;0;1;0;0
FC Bayern München;Start;Kane;9;0;0;0;1;0
FC Bayern München;Teampunkte;;53;;;;;
